pre,post,n
864691136328883434,864691135117836509,1
864691135955636232,864691135123285031,3
864691135656073410,864691135122836263,3
864691136238779708,864691135118831325,1
864691136907489134,864691135118527709,1
864691135066945348,864691135122836263,3
864691135704914580,864691135117818077,1
864691135119800797,864691135124538151,2
864691135778919264,864691135124209447,1
864691136126520358,864691135118651101,1
864691136925014756,864691135114628505,1
864691135945454116,864691135132671904,1
864691135920880304,864691135115225753,1
864691135783382323,864691135119891165,1
864691135774552651,864691135124401191,1
864691135685082807,864691135118658269,1
864691135761826614,864691135123188007,2
864691135810098717,864691135123285031,1
864691136311836221,864691135123330855,1
864691136311001690,864691135118527709,2
864691135511804368,864691135122836263,8
864691135817279055,864691135123180583,1
864691135586876028,864691135123342119,3
864691136109891512,864691135122799399,1
864691136123919654,864691135118629597,1
864691135342208453,864691135118565085,1
864691135545242152,864691135123162407,1
864691135688960736,864691135123951655,1
864691136274470590,864691135119866845,1
864691135386077269,864691135118458845,1
864691136329911786,864691135117808349,1
864691135375473993,864691135117818077,1
864691136125910822,864691135114679705,1
864691135123021095,864691135123021095,9
864691135939806724,864691135123726119,4
864691135134852256,864691135118651101,2
864691136110685880,864691135117808349,1
864691136488141842,864691135118658269,1
864691135855589166,864691135118756573,1
864691134886058746,864691135114679705,3
864691134920045834,864691135122942503,1
864691135720786993,864691135123180583,1
864691137196968769,864691135123021095,1
864691136137244797,864691135114911385,1
864691135082724599,864691135123188007,2
864691135760319822,864691135114679705,1
864691136276283149,864691135115122585,1
864691135760925262,864691135119891165,2
864691136907021422,864691135118658269,1
864691136905560754,864691135118229725,1
864691135492405607,864691135123162407,3
864691135782765107,864691135117818077,1
864691135684093426,864691135122318119,1
864691136390920976,864691135119099869,1
864691135701340194,864691135118847197,3
864691135697891349,864691135119891165,1
864691135927995662,864691135122346023,1
864691135563024097,864691135124538151,4
864691136371101064,864691135122346023,1
864691135976450627,864691135123162407,1
864691136143420212,864691135118651101,1
864691135361291591,864691135118847197,2
864691135892483721,864691135115122585,2
864691136601960657,864691135122318119,2
864691135347756959,864691135119891165,1
864691135336814569,864691135118674397,1
864691136025184569,864691135118559453,1
864691136486808594,864691135118720221,1
864691136110362296,864691135118631389,1
864691134941903203,864691135118847197,1
864691135066403908,864691135118706909,1
864691136379591637,864691135132671904,1
864691135615107275,864691135117818077,1
864691136001738442,864691135132671904,3
864691135499385107,864691135122942503,1
864691134886037498,864691135123162407,1
864691135889893769,864691135118571997,1
864691135477469352,864691135115225753,1
864691135490230375,864691135117818077,1
864691135337004009,864691135118229725,2
864691136976152092,864691135118658269,2
864691135717424154,864691135115233945,4
864691135578098949,864691135123358503,1
864691135566945559,864691135122836263,1
864691134990817914,864691135118741725,2
864691135409856713,864691135115424665,3
864691135293791926,864691135124209447,2
864691136390391935,864691135118720221,1
864691136137140093,864691135118631389,1
864691135304150183,864691135132671904,1
864691134965718303,864691135118527709,1
864691135993698753,864691135122836263,2
864691135739686769,864691135122346023,1
864691136108622041,864691135115225753,1
864691135737787012,864691135123162407,10
864691136119046564,864691135124213543,3
864691135582430317,864691135122836263,1
864691135394969333,864691135123029287,2
864691135464709533,864691135124401191,2
864691135916596326,864691135123188007,1
864691135778794336,864691135114628505,1
864691136102456181,864691135119866845,1
864691136137349515,864691135118847197,2
864691135476166568,864691135114911385,1
864691136314243645,864691135122318119,1
864691135842747107,864691135118831325,1
864691136137349515,864691135118565085,2
864691136034247099,864691135114628505,2
864691135503501749,864691135117808349,1
864691135464678206,864691135122942503,1
864691136975044124,864691135123330855,1
864691135117809117,864691135117809117,3
864691136056827864,864691135132671904,12
864691136238806031,864691135123726119,3
864691136800949614,864691135123275303,1
864691135293058572,864691135123726119,1
864691135060968859,864691135115225753,12
864691136311735613,864691135117836509,1
864691136268234228,864691135114679705,2
864691136652239869,864691135132671904,2
864691136535396258,864691135114911385,3
864691136058810328,864691135115225753,2
864691136067784600,864691135132667552,1
864691136108726968,864691135123342887,1
864691135274860561,864691135119099869,1
864691135614525643,864691135118749405,1
864691135859678568,864691135118831325,1
864691136117318564,864691135118756573,1
864691135731711417,864691135115225753,1
864691136238806031,864691135124213543,4
864691136176650246,864691135114175129,1
864691136238806031,864691135115424665,2
864691135122769191,864691135122769191,10
864691135362528583,864691135114679705,5
864691136008895404,864691135118704093,1
864691135518890122,864691135118571997,1
864691135208688761,864691135118899421,1
864691135468455762,864691135117818077,1
864691136195093224,864691135118756573,1
864691135388984961,864691135124538151,3
864691135511043024,864691135122346023,1
864691135841932515,864691135118741725,1
864691135992379585,864691135123726119,1
864691136521568145,864691135118565085,3
864691136273884094,864691135118756573,1
864691136005150410,864691135118458845,2
864691136313770045,864691135123162407,1
864691135810982860,864691135114679705,1
864691135848460894,864691135123951655,1
864691135856797230,864691135122836263,2
864691135640089659,864691135115233945,2
864691135685396151,864691135118532317,1
864691135975764591,864691135123342887,1
864691135416596666,864691135122799399,1
864691136177312262,864691135123180583,4
864691135361083975,864691135118706909,1
864691135700272162,864691135118631389,1
864691135921108995,864691135122350375,1
864691135502744386,864691135114458521,1
864691136674749575,864691135118756573,1
864691135538639986,864691135118559453,1
864691135646928111,864691135124690471,6
864691135567185495,864691135124690471,1
864691136421271447,864691135124690471,1
864691136137060491,864691135114458521,1
864691135760347470,864691135118741725,1
864691136378774997,864691135118749405,1
864691136093470132,864691135119270109,1
864691135611938823,864691135124538151,2
864691136194648040,864691135118720221,1
864691134918949386,864691135123162407,1
864691135702039419,864691135118741725,2
864691135974588783,864691135114175129,1
864691136058267352,864691135119991261,1
864691135810656029,864691135119991261,2
864691135977872707,864691135118658269,1
864691135294441654,864691135124690471,2
864691136453395455,864691135115122585,2
864691137022262894,864691135132671904,1
864691135119991261,864691135124690471,1
864691135280944033,864691135124690471,1
864691135660108674,864691135124690471,1
864691135361231448,864691135124690471,2
864691135948948065,864691135124690471,1
864691136665155294,864691135124690471,2
864691135658974082,864691135124690471,1
864691136210266812,864691135124690471,1
864691135866987646,864691135124690471,6
864691135569690092,864691135124690471,2
864691136195055062,864691135124690471,1
864691135811646924,864691135124690471,5
864691135742189460,864691135124690471,4
864691135726881195,864691135114679705,2
864691135014600950,864691135123621159,1
864691135515212484,864691135118532317,1
864691136042989910,864691135119991261,1
864691135409523401,864691135115122585,3
864691135989343744,864691135124690471,1
864691136275894285,864691135124690471,2
864691136391242512,864691135124690471,1
864691135750642473,864691135124690471,1
864691135182211074,864691135118720221,1
864691135878673491,864691135124690471,2
864691135134852256,864691135124690471,1
864691135616466379,864691135122836263,3
864691136238694460,864691135124690471,1
864691135778290109,864691135132769696,1
864691135398762529,864691135124690471,1
864691135757257426,864691135124690471,1
864691136419252375,864691135123188007,1
864691135293456140,864691135118831325,1
864691136675780743,864691135115122585,1
864691135573336557,864691135118651101,4
864691136389708304,864691135118446813,1
864691135662070512,864691135124690471,1
864691135466508613,864691135124690471,1
864691135417045946,864691135124213543,1
864691135526296667,864691135132937888,1
864691135941720065,864691135119991261,2
864691135478338728,864691135119991261,1
864691135305488551,864691135119891165,1
864691135338120678,864691135119991261,2
864691135777089888,864691135118658269,1
864691136312466010,864691135115424665,1
864691136314457149,864691135124690471,3
864691135808834333,864691135124690471,1
864691135397346593,864691135122318119,1
864691135385346539,864691135123508775,1
864691135307931462,864691135118186461,1
864691136419906711,864691135124690471,1
864691136945556703,864691135132671904,1
864691135694470847,864691135123029287,1
864691136391132688,864691135124401191,1
864691135949112417,864691135119991261,4
864691135890141321,864691135115424665,1
864691135739751793,864691135115424665,2
864691136209567164,864691135123335463,1
864691135860803944,864691135115424665,1
864691135579407877,864691135118831325,2
864691135920815280,864691135123358503,1
864691135684574391,864691135123330855,2
864691136905988274,864691135124690471,1
864691135758310589,864691135118756573,3
864691135518305747,864691135115424665,10
864691135561358817,864691135123342887,1
864691135464921406,864691135119991261,1
864691135502902338,864691135114911385,1
864691135431995696,864691135119991261,3
864691135373829832,864691135123072295,1
864691136389080183,864691135115424665,2
864691135495156112,864691135123358503,2
